"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 09 16:27:15 CST 2026","Fri Jan 09 16:28:05 CST 2026","49998","tests.steps","test_00_listen_to_a_CD","","","","test_user_insert_a_cd[remote, eject-The World's Greatest Audiophile-]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_insert_a_cd"
"passed","Fri Dec 19 10:16:59 CST 2025","Fri Dec 19 10:17:50 CST 2025","50771","","","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, prev-01. A Kind of Magic]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Jan 08 10:47:03 CST 2026","Thu Jan 08 10:47:39 CST 2026","35469","","","","","","test_user_set_display_brightness[MICHI-High]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_set_display_brightness"
"passed","Fri Dec 19 09:57:30 CST 2025","Fri Dec 19 09:57:55 CST 2025","24868","","","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, next-17. One Vision]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Fri Dec 19 09:09:20 CST 2025","Fri Dec 19 09:23:54 CST 2025","874160","tests.steps","test_00_listen_to_a_CD","","","","test_user_play_a_cd[remote-Roy Orbison]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_play_a_cd"
"passed","Fri Jan 09 09:30:24 CST 2026","Fri Jan 09 09:30:57 CST 2026","32053","","","","","","test_user_perform_internet_update_successfully","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Thu Jan 08 09:46:01 CST 2026","Thu Jan 08 09:46:20 CST 2026","19192","","","","","","test_user_preview_led_brightness[MICHI-Low]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_led_brightness.feature: user_preview_led_brightness"
"passed","Fri Dec 19 10:18:04 CST 2025","Fri Dec 19 10:19:45 CST 2025","101032","","","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, prev-01. A Kind of Magic]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Jan 08 15:57:37 CST 2026","Thu Jan 08 15:58:34 CST 2026","56550","","","","","","test_user_check_for_update_when_new_usb_software_is_available","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_new_usb_software_is_available"
"passed","Fri Jan 09 10:39:30 CST 2026","Fri Jan 09 10:39:36 CST 2026","6701","","","","","","test_user_insert_a_cd[remote-remote-The World's Greatest Audiophile]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_insert_a_cd"
"passed","Fri Jan 09 10:23:17 CST 2026","Fri Jan 09 10:23:44 CST 2026","27672","","","","","","test_user_insert_a_cd[remote-remote-The World's Greatest Audiophile]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_insert_a_cd"
"passed","Fri Dec 19 09:58:08 CST 2025","Fri Dec 19 10:06:09 CST 2025","481072","tests.steps","test_00_listen_to_a_CD","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, next-17. One Vision]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Dec 18 16:28:42 CST 2025","Thu Dec 18 16:28:54 CST 2025","12724","","","","","","test_user_switches_tracks_during_playback[remote-Roy Orbison-remote, prev-01. Only The Lonely]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Fri Jan 09 09:15:10 CST 2026","Fri Jan 09 09:15:20 CST 2026","9320","","","","","","test_user_perform_internet_update_successfully","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Wed Jan 07 14:40:49 CST 2026","Wed Jan 07 14:41:40 CST 2026","51083","tests.steps","test_00_adjust_volume","","","","test_user_adjust_volume[tcp_, 45]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_adjust_volume.feature: user_adjust_volume"
"passed","Thu Jan 08 10:44:58 CST 2026","Thu Jan 08 10:46:15 CST 2026","76823","tests.steps","test_03_adjust_display_brightness","","","","test_user_set_display_brightness[MICHI-Low-dimmer=4$]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_set_display_brightness"
"broken","Wed Jan 14 15:13:11 CST 2026","Wed Jan 14 15:13:16 CST 2026","5893","tests.steps","test_00_listen_to_a_CD","","","","test_user_insert_a_cd[remote, eject-\u30a2\u30ca\u3068\u96ea\u306e\u5973\u738b \u30b6\u30fb\u30bd\u30f3\u30b0\u30b9 \u65e5\u672c\u8a9e\u7248-]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_insert_a_cd"
"passed","Fri Dec 19 14:34:27 CST 2025","Fri Dec 19 14:50:37 CST 2025","969622","tests.steps","test_00_listen_to_a_CD","","","","test_user_switches_tracks_during_playback[remote-Bill Conti-remote, next-18. Gonna Fly Now (Jo]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Dec 18 16:27:22 CST 2025","Thu Dec 18 16:28:24 CST 2025","61302","tests.steps","test_00_listen_to_a_CD","","","","test_user_insert_a_cd[remote-remote-Roy Orbison]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_insert_a_cd"
"passed","Fri Jan 09 09:31:00 CST 2026","Fri Jan 09 09:31:10 CST 2026","10483","","","","","","test_user_perform_internet_update_successfully","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Fri Dec 19 16:40:18 CST 2025","Fri Dec 19 16:49:17 CST 2025","538418","","","","","","test_user_switches_tracks_during_playback[remote-Audiophile-remote, next-15. Full Moon in Paris]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Jan 08 16:42:30 CST 2026","Thu Jan 08 16:42:53 CST 2026","23462","","","","","","test_user_perform_internet_update_successfully[MICHI]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Tue Jan 13 15:46:01 CST 2026","Tue Jan 13 15:46:58 CST 2026","57056","tests.steps","test_03_adjust_led_brightness","","","","test_user_preview_led_brightness[MICHI-Low]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_led_brightness.feature: user_preview_led_brightness"
"passed","Thu Jan 08 15:49:50 CST 2026","Thu Jan 08 15:50:07 CST 2026","17211","","","","","","test_user_check_for_update_when_new_usb_software_is_available","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_new_usb_software_is_available"
"passed","Thu Jan 08 16:41:07 CST 2026","Thu Jan 08 16:41:43 CST 2026","35706","","","","","","test_user_perform_internet_update_successfully[P5]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Fri Jan 09 09:25:50 CST 2026","Fri Jan 09 09:26:03 CST 2026","12627","","","","","","test_user_perform_internet_update_successfully","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Thu Jan 08 15:38:43 CST 2026","Thu Jan 08 15:40:23 CST 2026","99913","","","","","","test_user_check_for_update_when_new_usb_software_is_available","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_new_usb_software_is_available"
"passed","Fri Jan 09 14:05:20 CST 2026","Fri Jan 09 14:06:44 CST 2026","83818","tests.steps","test_00_listen_to_a_CD","","","","test_user_switches_tracks_during_playback[remote-The World's Greatest Audiophile-remote, prev-01. Insensatez]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Jan 08 15:50:41 CST 2026","Thu Jan 08 15:51:07 CST 2026","26800","","","","","","test_user_check_for_update_when_new_usb_software_is_available","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_new_usb_software_is_available"
"passed","Thu Jan 08 10:55:13 CST 2026","Thu Jan 08 11:17:50 CST 2026","1356441","tests.steps","test_05_auto_power_off","","","","test_auto_power_off_successfully[MICHI-20 Mins-1260]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_auto_power_off.feature: Auto power off successfully"
"passed","Thu Jan 08 15:40:48 CST 2026","Thu Jan 08 15:42:18 CST 2026","90678","","","","","","test_user_check_for_update_when_new_usb_software_is_available","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_new_usb_software_is_available"
"passed","Wed Jan 07 14:42:03 CST 2026","Wed Jan 07 14:42:10 CST 2026","7117","","","","","","test_user_adjust_volume[tcp, mute!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_adjust_volume.feature: user_adjust_volume"
"passed","Thu Jan 08 10:44:38 CST 2026","Thu Jan 08 10:44:50 CST 2026","11525","","","","","","test_user_set_display_brightness[MICHI-Low-dimmer=4$]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_set_display_brightness"
"passed","Wed Jan 07 14:32:30 CST 2026","Wed Jan 07 14:32:42 CST 2026","11448","","","","","","test_user_adjust_volume[tcp, 76]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_adjust_volume.feature: user_adjust_volume"
"passed","Thu Jan 08 10:52:46 CST 2026","Thu Jan 08 10:53:00 CST 2026","14566","","","","","","test_auto_power_off_successfully[MICHI-20 Mins-1260]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_auto_power_off.feature: Auto power off successfully"
"passed","Thu Dec 18 16:41:39 CST 2025","Thu Dec 18 16:49:53 CST 2025","493884","tests.steps","test_00_listen_to_a_CD","","","","test_user_switches_tracks_during_playback[remote-Roy Orbison-remote, prev-01. Only The Lonely]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Thu Jan 08 15:53:32 CST 2026","Thu Jan 08 15:54:04 CST 2026","31417","","","","","","test_user_check_for_update_when_new_usb_software_is_available","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_new_usb_software_is_available"
"passed","Thu Jan 08 10:47:49 CST 2026","Thu Jan 08 10:49:13 CST 2026","83930","tests.steps","test_03_adjust_display_brightness","","","","test_user_set_display_brightness[MICHI-High]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_display_brightness.feature: user_set_display_brightness"
"passed","Fri Dec 19 14:28:52 CST 2025","Fri Dec 19 14:29:28 CST 2025","35174","","","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, prev-01. A Kind of Magic]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Fri Dec 19 09:56:19 CST 2025","Fri Dec 19 09:57:13 CST 2025","54366","","","","","","test_user_switches_tracks_during_playback[remote-Queen-remote, next-17. One Vision]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_switches_tracks_during_playback"
"passed","Fri Jan 09 10:17:21 CST 2026","Fri Jan 09 10:18:12 CST 2026","51349","tests.steps","test_00_listen_to_a_CD","","","","test_user_insert_a_cd[remote-remote-Rosa Passos; Ron Carter-The World's Greatest Audiophile]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_insert_a_cd"
"passed","Tue Jan 13 14:27:04 CST 2026","Tue Jan 13 14:31:09 CST 2026","245453","tests.steps","test_05_system_update","","","","test_user_perform_internet_update_successfully","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_perform_internet_update_successfully"
"passed","Fri Jan 09 11:01:56 CST 2026","Fri Jan 09 11:02:46 CST 2026","49974","tests.steps","test_00_listen_to_a_CD","","","","test_user_put_a_cd_in_the_tray[remote-The World's Greatest Audiophile]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_put_a_cd_in_the_tray"
"passed","Thu Jan 08 15:36:35 CST 2026","Thu Jan 08 15:36:57 CST 2026","21298","","","","","","test_user_check_for_update_when_new_usb_software_is_available","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_new_usb_software_is_available"
"passed","Thu Jan 15 15:04:19 CST 2026","Thu Jan 15 15:05:35 CST 2026","76188","tests.steps","test_00_listen_to_a_CD","","","","test_user_insert_a_cd[remote, eject-アナと雪の女王 ザ・ソングス 日本語版","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_insert_a_cd"
"passed","Fri Jan 09 10:48:44 CST 2026","Fri Jan 09 10:48:52 CST 2026","7530","","","","","","test_user_put_a_cd_in_the_tray[remote-The World's Greatest Audiophile]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_put_a_cd_in_the_tray"
"failed","Tue Jan 13 15:47:48 CST 2026","Tue Jan 13 15:49:13 CST 2026","84763","tests.steps","test_03_adjust_led_brightness","","","","test_user_set_led_brightness[MICHI-Low]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_led_brightness.feature: user_set_led_brightness"
"passed","Wed Jan 07 14:42:36 CST 2026","Wed Jan 07 14:42:43 CST 2026","7224","tests.steps","test_00_adjust_volume","","","","test_user_adjust_volume[tcp, mute!]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_adjust_volume.feature: user_adjust_volume"
"passed","Thu Jan 08 16:33:30 CST 2026","Thu Jan 08 16:34:50 CST 2026","79838","","","","","","test_user_check_for_update_when_software_is_up_to_date[MICHI]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/05_system_update.feature: user_check_for_update_when_software_is_up_to_date"
"passed","Fri Jan 09 10:52:32 CST 2026","Fri Jan 09 10:52:43 CST 2026","11607","","","","","","test_user_put_a_cd_in_the_tray[remote-The World's Greatest Audiophile]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_put_a_cd_in_the_tray"
"passed","Fri Jan 09 10:55:10 CST 2026","Fri Jan 09 10:55:21 CST 2026","11301","","","","","","test_user_put_a_cd_in_the_tray[remote-The World's Greatest Audiophile]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_put_a_cd_in_the_tray"
"failed","Tue Jan 13 15:50:16 CST 2026","Tue Jan 13 15:51:47 CST 2026","91519","tests.steps","test_03_adjust_led_brightness","","","","test_user_set_led_brightness[MICHI-Medium]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_led_brightness.feature: user_set_led_brightness"
"passed","Thu Jan 08 10:12:23 CST 2026","Thu Jan 08 10:13:20 CST 2026","57708","tests.steps","test_03_adjust_led_brightness","","","","test_user_preview_led_brightness[MICHI-High]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/03_adjust_led_brightness.feature: user_preview_led_brightness"
"passed","Wed Jan 14 16:06:33 CST 2026","Wed Jan 14 16:07:49 CST 2026","76400","tests.steps","test_00_listen_to_a_CD","","","","test_user_put_in_a_cd[remote, eject-\u30a2\u30ca\u3068\u96ea\u306e\u5973\u738b \u30b6\u30fb\u30bd\u30f3\u30b0\u30b9 \u65e5\u672c\u8a9e\u7248]","/Users/lily/PycharmProjects/pytest-bdd-project/amp/tests/features/00_listen_to_a_CD.feature: user_put_in_a_cd"
